O*NET-SOC Code	Example	Commodity Code	Commodity Title
19-4092.00	Fingerprint brushes	46151702	Fingerprint applicators or brushes
19-4092.00	Fingerprint evidence kits	46151706	Fingerprint latent print kits
19-4092.00	Fingerprint recognition systems	43211714	Biometric identification equipment
19-4092.00	Footwear protectors	46181606	Footwear covers
19-4092.00	Fuming hot plates	41102406	Laboratory hotplates
19-4092.00	Gel lifters	46151711	Footprint lifters
19-4092.00	Glass specimen jars	41104118	Specimen collection container
19-4092.00	Glassware washers	41103202	Laboratory washing machines
19-4092.00	Gunshot residue kits	41113322	Nitrogen or nitrate or nitrite analyzer
19-4092.00	Hand held magnifiers	41111713	Magnifiers
19-4092.00	Handheld digital thermometers	41112213	Handheld thermometer
19-4092.00	Handheld evidence collection computers	43211715	Portable data input terminals
19-4092.00	Impression casting kits	46151711	Footprint lifters
19-4092.00	Infrared light sources	39101613	Infrared lamps
19-4092.00	Insect collection containers	41102501	Laboratory insect containers
19-4092.00	Insect swoop nets	41102503	Fabric or netting for entomology
19-4092.00	Inspection mirrors	27111814	Inspection mirror
19-4092.00	Laboratory benchtop centrifuges	41103903	Benchtop centrifuges
19-4092.00	Laptop computers	43211503	Notebook computers
19-4092.00	Large format cameras	45121501	Still cameras
19-4092.00	Laser trajectory kits	41115307	Lasers
19-4092.00	Long-wave ultraviolet UV lamps	39101616	Ultraviolet UV lamps
19-4092.00	Medical hemostats	42142001	Floor grade forceps or hemostats
19-4092.00	Metal detectors	41111903	Metal detectors
19-4092.00	Microscope slides	41122601	Microscope slides
19-4092.00	Mobile data computers	43211503	Notebook computers
19-4092.00	Navigational compasses	41112901	Direction finding compasses
19-4092.00	Optical compound microscopes	41111709	Binocular light compound microscopes
19-4092.00	Personal computers	43211508	Personal computers
19-4092.00	Photo markers	55121731	Identification markers
19-4092.00	Photographic scales	41111604	Rulers
19-4092.00	Plastic evidence tweezers	41122409	Laboratory tools
19-4092.00	Plastic specimen jars	41104118	Specimen collection container
19-4092.00	Pointed scalpels	41122407	Laboratory scalpels
19-4092.00	Police vans	25101505	Minivans or vans
19-4092.00	Portable generators	26111604	Gas generators
19-4092.00	Portable lasers	41115307	Lasers
19-4092.00	Portable two way radios	43191510	Two way radios
19-4092.00	Postmortem print spoons	42261901	Postmortem fingerprint or impression materials
19-4092.00	Protective latex gloves	46181504	Protective gloves
19-4092.00	Protective masks	42131606	Medical staff isolation or surgical masks
19-4092.00	Protractors	44111806	Protractors
19-4092.00	Reciprocating saws	27112709	Power saws
19-4092.00	Rounded scalpels	41122407	Laboratory scalpels
19-4092.00	Safety glasses	46181802	Safety glasses
19-4092.00	Self-contained breathing apparatus	46182004	Respiration air supplying self contained breathing apparatus or accessories
19-4092.00	Sexual assault evidence collection kits	42181506	Sexual assault determination kits
19-4092.00	Shovels	27112004	Shovels
19-4092.00	Sifting screens	41105002	Laboratory sifting equipment
19-4092.00	Spades	27112002	Spades
19-4092.00	Spectrophotometers	41115406	Spectrophotometers
19-4092.00	Stainless steel scissors	41122408	Laboratory scissors
19-4092.00	Stainless steel spatulas	41122403	Laboratory spatulas
19-4092.00	Stainless steel tweezers	41122409	Laboratory tools
19-4092.00	Steam sterilizers	42281508	Steam autoclaves or sterilizers
19-4092.00	Steel measuring tape	27111801	Tape measures
19-4092.00	Thermocyclers	41102421	Temperature cycling chambers or thermal cyclers
19-4092.00	Ultraviolet UV camera lens filters	45121603	Camera lens
19-4092.00	Ultraviolet UV lights	39101616	Ultraviolet UV lamps
19-4092.00	Utility knives	27111503	Utility knives
19-4092.00	UV forensic goggles	46181804	Goggles
19-4093.00	Aerial bucket trucks	22101803	Articulating boom lift
19-4093.00	Airboats	25111802	Recreational motorboats
19-4093.00	All terrain vehicles ATV	25101905	All terrain vehicles tracked or wheeled
19-4093.00	Altimeters	41111614	Height gauges
19-4093.00	Amphibious excavators	22101526	Track excavators
19-4093.00	Aquatic weed harvesters	22101514	Dredgers
19-4093.00	Axes	27112005	Axes
19-4093.00	Backhoes	22101509	Backhoes
19-4093.00	Basal area factor BAF prisms	31241502	Prisms
19-4093.00	Boats	25111802	Recreational motorboats
19-4093.00	Brush hooks	21102203	Reforestation equipment
19-4093.00	Brush trucks	25101601	Dump trucks
19-4093.00	Bulldozers	22101523	Wheel bulldozers
19-4093.00	Calipers	41111621	Calipers
19-4093.00	Chain saws	27112709	Power saws
19-4093.00	Clearing hooks	21102202	Lumbering equipment
19-4093.00	Clinometers	41114001	Clinometers
19-4093.00	Crown densitometers	41113802	Geological prospecting apparatus
19-4093.00	Desktop computers	43211507	Desktop computers
19-4093.00	Diameter tapes	41114201	Measuring tapes
19-4093.00	Dibblers	21101516	Dibblers
19-4093.00	Digital cameras	45121504	Digital cameras
19-4093.00	Dump trucks	25101601	Dump trucks
19-4093.00	Electronic rain gauges ERR	41114405	Rainfall recorders
19-4093.00	Electroshocking boats	25111502	Fishing boats
19-4093.00	Excavators	22101526	Track excavators
19-4093.00	Farm tractors	25101901	Agricultural tractors
19-4093.00	Fertilizer spreaders	21101804	Fertilizer spreaders or distributors
19-4093.00	Field data recorders	43211715	Portable data input terminals
19-4093.00	Field personal computers PC	43211715	Portable data input terminals
19-4093.00	Fire plows	22101701	Earthmoving shovels
19-4093.00	Forestry rain gauges	41114405	Rainfall recorders
19-4093.00	Forklifts	24101603	Forklifts
19-4093.00	Frame nets	21111504	Commercial fishing nets
19-4093.00	Front end loaders	22101501	Front end loaders
19-4093.00	Geological compasses	41113801	Geological compasses
19-4093.00	Gill nets	21111504	Commercial fishing nets
19-4093.00	Girdling tools	21102201	Decorticators
19-4093.00	Global positioning system GPS data collectors	43211715	Portable data input terminals
19-4093.00	Global positioning system GPS receivers	52161518	Global positioning system GPS receiver
19-4093.00	Grass whips	21102202	Lumbering equipment
19-4093.00	Gunjets for pressurized sprayers	21101801	Sprayers
19-4093.00	Handheld refractometers	41115313	Handheld refractometers or polarimeters
19-4093.00	Harrows	21101502	Harrows
19-4093.00	Hydraulic dredges	22101514	Dredgers
19-4093.00	Hydraulic truck-mounted cranes	24101624	Hydraulic truck cranes
19-4093.00	Hypsometers	41111603	Rangefinders
19-4093.00	Increment borers	21102206	Forestry increment borers
19-4093.00	Laser rangefinders	41111603	Rangefinders
19-4093.00	Laser surveying equipment	41115307	Lasers
19-4093.00	Laser tree measuring devices	41111615	Laser measuring systems
19-4093.00	Lawn mowers	27112014	Lawnmowers
19-4093.00	Leaf area meter scanning instruments	43211711	Scanners
19-4093.00	Loggers' tapes	41114201	Measuring tapes
19-4093.00	Macroalgae harvesters	21111602	Pisciculture supplies
19-4093.00	Magnetic locators	41113806	Magnetometer geophysical instruments
19-4093.00	Mantax computer tree calipers	41111621	Calipers
19-4093.00	McLeod tools	46191605	Fire suppression hand tools
19-4093.00	Measuring wheels	41111616	Measuring wheels for distance
19-4093.00	Metal detectors	41111903	Metal detectors
19-4093.00	Moisture meters	41112304	Moisture meters
19-4093.00	Notebook computers	43211503	Notebook computers
19-4093.00	Personal computers	43211508	Personal computers
19-4093.00	pH meters	41115603	pH meters
19-4093.00	Pickup trucks	25101507	Light trucks or sport utility vehicles
19-4093.00	Planimeters	60103409	Map measurers
19-4093.00	Planters	21101601	Planters
19-4093.00	Plug spades	21102203	Reforestation equipment
19-4093.00	Pocket transits	41113801	Geological compasses
19-4093.00	Prisms	31241502	Prisms
19-4093.00	Pruning saws	21102204	Forestry saws
19-4093.00	Pulaski tools	46191605	Fire suppression hand tools
19-4093.00	Relaskops	41111614	Height gauges
19-4093.00	Remote sensing equipment	41115201	Radarbased surveillance systems
19-4093.00	Remote video cameras	45121516	Digital camcorders or video cameras
19-4093.00	Rubber-tired bulldozers	22101523	Wheel bulldozers
19-4093.00	Seed drills	21101604	Seed drills
19-4093.00	Seines	21111504	Commercial fishing nets
19-4093.00	Shovels	27112004	Shovels
19-4093.00	Slurry buckets	22101702	Earthmoving buckets or its parts or accessories
19-4093.00	Snowplows	22101710	Snowplow attachments
19-4093.00	Soil augers	41113909	Soil core sampling apparatus
19-4093.00	Soil moisture meters	41112304	Moisture meters
19-4093.00	Soil probes	41113909	Soil core sampling apparatus
19-4093.00	Sprayers	21101801	Sprayers
19-4093.00	Stadia rods	41114202	Measuring rods
19-4093.00	Stream flow gauges	41114301	Open stream current meters
19-4093.00	Survey levels	41114204	Theodolites
19-4093.00	Survey transits	41114204	Theodolites
19-4093.00	Tensiometers	41114509	Tensiometers
19-4093.00	Terrain torches	12131707	Lighters
19-4093.00	Theodolites	41114204	Theodolites
19-4093.00	Total stations	41114204	Theodolites
19-4093.00	Track bulldozers	22101522	Track bulldozers
19-4093.00	Trail motorbikes	25101801	Motorcycles
19-4093.00	Trawls	21111504	Commercial fishing nets
19-4093.00	Tree corers	21102206	Forestry increment borers
19-4093.00	Tree planter spades	21102203	Reforestation equipment
19-4093.00	Truck cranes	24101625	Conventional truck cranes
19-4093.00	Truck-mounted water pumps	40151510	Water pumps
19-4093.00	Trucks	25101507	Light trucks or sport utility vehicles
19-4093.00	Tugboats	25111506	Tug boats
19-4093.00	Two way radios	43191510	Two way radios
19-4093.00	Video editing equipment	45111805	Video editors
19-4093.00	Water level recorders	41114303	Open stream water level recorders
19-4093.00	Water monitoring meters	41112504	Water meters
19-4093.00	Water monitoring samplers	41104007	Water samplers
19-4093.00	Water samplers	41104007	Water samplers
19-4093.00	Water trucks	25101610	Water trucks
19-4093.00	Watermark soil moisture data collectors	41112304	Moisture meters
19-4093.00	Wedges	27112504	Wedges
19-4093.00	Wheeler pentaprism calipers	41111621	Calipers
19-4093.00	Wildland fire pumper trucks	25101701	Fire or rescue trucks
19-4093.00	Winch trucks	25101602	Tow trucks
19-4093.00	Winches	24101608	Winches
19-4099.01	Absorbance spectrophotometers	41115406	Spectrophotometers
19-4099.01	Adhesion testers	41114614	Metal testing instruments
19-4099.01	Autosamplers	41115714	Autosamplers
19-4099.01	Bolt tension meters	41114621	Tension testers
19-4099.01	Coating thickness gauges	41111623	Thickness measuring devices
19-4099.01	Copy machines	44101501	Photocopiers
19-4099.01	Dew point meters	41112302	Psychrometers
19-4099.01	Durometers	41114611	Hardness testers
19-4099.01	Dynamometers	41114501	Dynamometers
19-4099.01	Flowmeters	41112501	Flowmeters
19-4099.01	Fluorescence spectrophotometers	41115406	Spectrophotometers
19-4099.01	Force gauges	41111934	Force or torque sensors
19-4099.01	Gas chromatographs	41115703	Gas chromatographs
19-4099.01	Gel casters	41105301	Gel boxes
19-4099.01	Gel electrophoresis systems	41105314	Gel documentation systems
19-4099.01	High performance liquid chromatography systems	41115705	Liquid chromatographs
19-4099.01	Imaging systems	41111722	Fluorescent microscopes
19-4099.01	Incubators	41104402	Forced air or mechanical convection general purpose incubators
19-4099.01	Laser facsimile machines	44101508	Laser fax machine
19-4099.01	Levelmeters	41113710	Level meter
19-4099.01	Mass spectrometers	41115404	Mass spectrometers
19-4099.01	Microfilm systems	45121804	Microfilm processors
19-4099.01	Micrometers	41111601	Micrometers
19-4099.01	Personal computers	43211508	Personal computers
19-4099.01	pH meters	41115603	pH meters
19-4099.01	Replica Tape	31201527	Foam tapes
19-4099.01	Sonic testers	41111623	Thickness measuring devices
19-4099.01	Sonicators	41102914	Ultrasonic disintegrators
19-4099.01	Spark Testers	41113637	Voltage or current meters
19-4099.01	Stroboscopes	41115317	Stroboscopes
19-4099.01	Surface profile gauges	27112312	Surface gauge
19-4099.01	Tachometers	41112802	Tachometers
19-4099.01	Tension meters	41114621	Tension testers
19-4099.01	Textile moisture meters	41112304	Moisture meters
19-4099.01	Thermal cyclers	41102421	Temperature cycling chambers or thermal cyclers
19-4099.01	Torque testers	41111934	Force or torque sensors
19-4099.01	Torque wrenches	27111715	Torque wrenches
19-4099.01	Total organic carbon TOC analyzers	41113315	Organic carbon analyzers
19-4099.01	Ultrasonic flaw detectors	41111804	Ultrasonic examination equipment
19-4099.01	Ultrasonic thickness gauges	41111804	Ultrasonic examination equipment
19-4099.01	Ultraviolet spectroscopes	41115403	Spectrometers
19-4099.01	Vibration meters	41114624	Vibration testers
19-4099.01	Wastewater samplers	41104007	Water samplers
19-4099.02	Air clutches	21101607	Seeder attachment
19-4099.02	Automatic boom control systems	21101801	Sprayers
19-4099.02	Automatic land leveling systems	41112904	Complex controlling devices
19-4099.02	Autosteering systems	41112904	Complex controlling devices
19-4099.02	Desktop computers	43211507	Desktop computers
19-4099.02	Fertilizer spreading equipment	21101804	Fertilizer spreaders or distributors
19-4099.02	Field personal computers PC	43211715	Portable data input terminals
19-4099.02	Global positioning system GPS receivers	52161518	Global positioning system GPS receiver
19-4099.02	Laptop computers	43211503	Notebook computers
19-4099.02	Lightbar guidance systems	41112904	Complex controlling devices
19-4099.02	Moisture monitors	41112304	Moisture meters
19-4099.02	Personal computers	43211508	Personal computers
19-4099.02	Seed drills	21101604	Seed drills
19-4099.02	Soil electrical conductivity measurement devices	41115609	Conductivity meters
19-4099.02	Soil samplers	41113909	Soil core sampling apparatus
19-4099.02	Sprayer application equipment	21101801	Sprayers
19-4099.02	Tractor mounted soil probes	41113904	Penetrometers
19-4099.02	Variable rate applicators	21101801	Sprayers
19-4099.02	Yield monitor systems	41111931	Flow sensors
19-4099.03	Desktop computers	43211507	Desktop computers
19-4099.03	Digital cameras	45121504	Digital cameras
19-4099.03	Field computers	43211715	Portable data input terminals
19-4099.03	Gamma ray scintillometers	41102702	Scintillation crystal assemblies
19-4099.03	Geophysical magnetometers	41113806	Magnetometer geophysical instruments
