O*NET-SOC Code	Example	Commodity Code	Commodity Title
19-4031.00	Gas chromatography equipment	41115703	Gas chromatographs
19-4031.00	Gas drying tubes	41105108	Laboratory general purpose tubing
19-4031.00	Gas leak detectors	46171613	Gas detectors
19-4031.00	Geiger-Muller counters	60105002	Geiger counters
19-4031.00	Glass burets	41121808	Laboratory burets
19-4031.00	Glass laboratory crucibles	41122201	Glass crucibles
19-4031.00	Glass tubing	41121816	Laboratory glass tube
19-4031.00	Gooch crucibles	41122202	Ceramic crucibles
19-4031.00	Graphing calculators	44101808	Scientific calculator
19-4031.00	Graphite furnaces	41104604	Programmable tube furnaces
19-4031.00	Gravitational field indicators	41113808	Gravimeters
19-4031.00	Gravity convection ovens	41104501	Laboratory mechanical convection ovens
19-4031.00	Hazardous material protective clothing	46181509	Hazardous material protective apparel
19-4031.00	Heating mantles	41102405	Heating mantles or tapes
19-4031.00	High pressure liquid chromatograph HPLC equipment	41115707	High pressure liquid chromatograph chromatography
19-4031.00	High pressure sodium lamps	39101617	High pressure sodium lamp HID
19-4031.00	Hirsch funnels	41121809	Laboratory funnels
19-4031.00	Hollow cathode lamps	41115418	Spectrophotometer accessories
19-4031.00	Homogenizers	41101504	Homogenizers
19-4031.00	Hot air blowers	41102412	Hot air blowers
19-4031.00	Hydrometers	41113024	Hydrometers
19-4031.00	Immersion heaters	40101815	Immersion heaters
19-4031.00	Infrared IR spectroscopes	41115408	Infrared spectrometers
19-4031.00	Infrared lamps	39101613	Infrared lamps
19-4031.00	Ion exchange chromatography equipment	41115704	Ion chromatographs
19-4031.00	Ionization gauges	41112406	Vacuum gauges
19-4031.00	Laboratory balances	41111502	Laboratory balances
19-4031.00	Laboratory blenders	41101518	Laboratory blenders or emulsifiers
19-4031.00	Laboratory centrifugal pumps	41105103	Laboratory centrifugal pumps
19-4031.00	Laboratory drying ovens	41104510	Drying cabinets or ovens
19-4031.00	Laboratory flasks	41121804	Laboratory flasks
19-4031.00	Laboratory heating plates	41102406	Laboratory hotplates
19-4031.00	Laboratory pressing equipment	41101707	Laboratory presses
19-4031.00	Laboratory tongs	41122404	Laboratory tongs
19-4031.00	Laboratory vacuum hand pumps	41105101	Laboratory vacuum pumps
19-4031.00	Laboratory vacuum pumps	41105101	Laboratory vacuum pumps
19-4031.00	Laminar flow burners	41102401	Gas burners
19-4031.00	Lasers	41115307	Lasers
19-4031.00	Lecture bottles	24111802	Air or gas tanks or cylinders
19-4031.00	Liquid chromatography equipment	41115705	Liquid chromatographs
19-4031.00	Liquid chromatography/mass spectrometry LC/MS equipment	41115404	Mass spectrometers
19-4031.00	Liquid transfer pumps	41105102	Peristaltic pumps
19-4031.00	Liquid-filled remote thermometers	41112210	Remote reading thermometers
19-4031.00	Lyophilizers	23151807	Freezedryers or lyophilzers
19-4031.00	Magnetic agitators	41103801	Laboratory mixers
19-4031.00	Magnetic stirring bars	41103806	Magnetic stirrers
19-4031.00	Mainframe computers	43211512	Mainframe computers
19-4031.00	Mass spectrometers	41115404	Mass spectrometers
19-4031.00	McLeod gauges	41112406	Vacuum gauges
19-4031.00	Meker burners	41102401	Gas burners
19-4031.00	Mercury barometers	41114402	Barometers
19-4031.00	Mercury vapor lamps	39101615	Mercury vapor lamp HID
19-4031.00	Metering pumps	41105105	Metering pumps
19-4031.00	Molecular stills	41104810	Fractionation apparatus
19-4031.00	Monochromators	41113025	Monochromators
19-4031.00	Mortars and pestles	41101702	Pestle or mortars
19-4031.00	Muffle furnaces	41104601	Laboratory box furnaces
19-4031.00	Multimeters	41113630	Multimeters
19-4031.00	Nebulizers	41101503	Laboratory sprayers
19-4031.00	Nuclear magnetic resonance NMR spectroscopes	41115409	Nuclear magnetic resonance NMR spectrometers
19-4031.00	Optical beamsplitting devices	31242201	Optical beamsplitters
19-4031.00	Optical compound microscopes	41111709	Binocular light compound microscopes
19-4031.00	Optical pyrometers	41112204	Pyrometers
19-4031.00	Organic carbon analyzers	41113315	Organic carbon analyzers
19-4031.00	Perchloric acid hoods	41103502	Fume hoods or cupboards
19-4031.00	Personal computers	43211508	Personal computers
19-4031.00	pH indicators	41115603	pH meters
19-4031.00	Photo detectors	41113005	Ion analyzers
19-4031.00	Photocells	39121528	Photoelectric sensors
19-4031.00	Photomultiplier tubes	41115720	Chromatography tubing
19-4031.00	Pirani gauges	41112406	Vacuum gauges
19-4031.00	Plastic cuvettes	41121813	Cuvettes
19-4031.00	Polarimeters	41115314	Polarimeters
19-4031.00	Polarizers	31242202	Polarizers
19-4031.00	Pressure gauges	41112403	Pressure indicators
19-4031.00	Prisms	31241502	Prisms
19-4031.00	Pull spring balances	41111504	Pull spring balances
19-4031.00	Pycnometers	41103316	Pycnometers
19-4031.00	Radiation detectors	41111929	Radiation detectors
19-4031.00	Radioisotope fume hoods	41103502	Fume hoods or cupboards
19-4031.00	Reaction flasks	41121804	Laboratory flasks
19-4031.00	Reflux condensers	41104814	Laboratory heat exchange condensers
19-4031.00	Refrigerated coolers	41103008	Refrigerated cooling modules
19-4031.00	Rheometers	41112502	Rheometers
19-4031.00	Rotameters	41112503	Rotameters
19-4031.00	Rotary evaporators	41104804	Vacuum or rotary evaporators
19-4031.00	Ruby lasers	41115307	Lasers
19-4031.00	Safety glasses	46181802	Safety glasses
19-4031.00	Safety gloves	46181504	Protective gloves
19-4031.00	Safety goggles	46181804	Goggles
19-4031.00	Safety showers	46182401	Decontamination shower
19-4031.00	Sample crushers	41101705	Laboratory crushers or pulverizers
19-4031.00	Single-pan balances	41111502	Laboratory balances
19-4031.00	Spectrophotometers	41115406	Spectrophotometers
19-4031.00	Steam baths	41102426	Heating or drying equipment or accessories
19-4031.00	Tension gauges	41114509	Tensiometers
19-4031.00	Test tube clamps	41122413	Laboratory clamps
19-4031.00	Thermal conductivity detectors	41113114	Thermal conductivity analyzers
19-4031.00	Thermocouples	41112206	Thermocouples
19-4031.00	Thinlayer chromatography analyzers	41115706	Thinlayer chromatographs
19-4031.00	Titrators	41115602	Titration equipment
19-4031.00	Torsion balances	41111502	Laboratory balances
19-4031.00	Transfer pipettes	41121509	Pasteur or transfer pipettes
19-4031.00	Triple beam balances	41111512	Triple beam balances
19-4031.00	Turbidimeters	47101516	Turbidimeters
19-4031.00	U-tube manometers	41103311	Manometers
19-4031.00	Ultracentrifuges	41103907	Ultracentrifuges
19-4031.00	Ultraviolet UV lamps	39101616	Ultraviolet UV lamps
19-4031.00	Ultraviolet UV light detectors	41115701	Chromatographic detectors
19-4031.00	Ultraviolet UV spectroscopes	41115401	Spectrofluorimeters or fluorimeters
19-4031.00	Unequal-arm balances	41111502	Laboratory balances
19-4031.00	Utility clamps	41122413	Laboratory clamps
19-4031.00	Vacuum flask traps	41121804	Laboratory flasks
19-4031.00	Vacuum gauges	41112406	Vacuum gauges
19-4031.00	Vapor monitor badges	41113118	Multi gas monitors
19-4031.00	Velometers	41112509	Air velocity and temperature monitors
19-4031.00	Viscosity meters	41103312	Viscosimeters
19-4031.00	Voltmeters	41113637	Voltage or current meters
19-4031.00	Volume displacement pumps	41105101	Laboratory vacuum pumps
19-4031.00	Volumetric flasks	41121804	Laboratory flasks
19-4031.00	Volumetric glass pipettes	41121510	Volumetric pipettes
19-4031.00	Water aspirators	41105101	Laboratory vacuum pumps
19-4031.00	Westphal balances	41111502	Laboratory balances
19-4041.01	35 millimeter cameras	45121501	Still cameras
19-4041.01	Abney levels	41111614	Height gauges
19-4041.01	Calorimeters	41112201	Calorimeters
19-4041.01	Carbon hydrogen nitrogen CHN analyzers	41113118	Multi gas monitors
19-4041.01	Clinometers	41114001	Clinometers
19-4041.01	Desktop computers	43211507	Desktop computers
19-4041.01	Digital cameras	45121504	Digital cameras
19-4041.01	Digital hydrometers	41113024	Hydrometers
19-4041.01	Digital seismographs	41114106	Seismic recorders or seismographs
19-4041.01	Directional compasses	41113801	Geological compasses
19-4041.01	Earth drills	41113909	Soil core sampling apparatus
19-4041.01	Electronic digital levels	27111802	Levels
19-4041.01	Electronic digital theodolites	41114204	Theodolites
19-4041.01	Electronic distance meters	41111613	Distance meters
19-4041.01	Fourier transfer infrared FTIR spectrometers	41115408	Infrared spectrometers
19-4041.01	Geological hammers	27111602	Hammers
19-4041.01	Global positioning system GPS receivers	52161518	Global positioning system GPS receiver
19-4041.01	Gravitational field indicators	41113808	Gravimeters
19-4041.01	Ground penetrating radar GPR systems	41115201	Radarbased surveillance systems
19-4041.01	Groundwater sampling peristaltic pumps	41105102	Peristaltic pumps
19-4041.01	Hand augers	27111509	Augers
19-4041.01	Hand lenses	41111713	Magnifiers
19-4041.01	Hand levels	27111802	Levels
19-4041.01	Hydraulic vibracorers	41113909	Soil core sampling apparatus
19-4041.01	Jaw crushers	20101706	Jaw crushers
19-4041.01	Laboratory drying ovens	41104510	Drying cabinets or ovens
19-4041.01	Laboratory pulverizers	41101705	Laboratory crushers or pulverizers
19-4041.01	Laboratory sieves	41105003	Test sieves
19-4041.01	Laptop computers	43211503	Notebook computers
19-4041.01	Laser rangefinders	41111603	Rangefinders
19-4041.01	Magnetometers	41113806	Magnetometer geophysical instruments
19-4041.01	Personal computers	43211508	Personal computers
19-4041.01	Planimeters	60103409	Map measurers
19-4041.01	Pocket transits	41113801	Geological compasses
19-4041.01	Portable dataloggers	43211715	Portable data input terminals
19-4041.01	Power rock coring drills	20102101	Pneumatic rock drills
19-4041.01	Proton magnetometers	41113806	Magnetometer geophysical instruments
19-4041.01	Rock picks	27111605	Picks
19-4041.01	Rock saws	20101504	Rock cutters
19-4041.01	Sample microsplitters	41113909	Soil core sampling apparatus
19-4041.01	Scientific calculators	44101808	Scientific calculator
19-4041.01	Sieve shakers	41105002	Laboratory sifting equipment
19-4041.01	Soil augers	41113909	Soil core sampling apparatus
19-4041.01	Soil core samplers	41113909	Soil core sampling apparatus
19-4041.01	Stadia rods	41114202	Measuring rods
19-4041.01	Surveillance binoculars	41111717	Binoculars
19-4041.01	Survey altimeters	41111614	Height gauges
19-4041.01	Terrain conductivity meters	41115609	Conductivity meters
19-4041.01	Total stations	41114204	Theodolites
19-4041.01	Total sulfur analyzers	41113113	Sulfur dioxide analyzers or detectors
19-4041.01	Water sampling bailers	41104005	Laboratory bailers
19-4041.02	35 millimeter cameras	45121501	Still cameras
19-4041.02	Automatic burets	41121501	Robotic or automated liquid handling systems
19-4041.02	Binocular polarizing microscopes	41111725	Polarizing microscopes
19-4041.02	Calorimeters	41112201	Calorimeters
19-4041.02	Carbon hydrogen nitrogen CHN analyzers	41113118	Multi gas monitors
19-4041.02	Chipmunk crushers	41101705	Laboratory crushers or pulverizers
19-4041.02	Conductivity indicators	41115609	Conductivity meters
19-4041.02	Cryogenic magnetometers	41113806	Magnetometer geophysical instruments
19-4041.02	Desktop computers	43211507	Desktop computers
19-4041.02	Digital cameras	45121504	Digital cameras
19-4041.02	Digital chlorine testers	41113117	Single gas monitors
19-4041.02	Digital hydrometers	41113024	Hydrometers
19-4041.02	Digital micropipettes	41121513	Dropping pipettes
19-4041.02	Digital pH meters	41115603	pH meters
19-4041.02	Digital seismographs	41114106	Seismic recorders or seismographs
19-4041.02	Dissolved organic carbon analyzers	41113315	Organic carbon analyzers
19-4041.02	Dissolved oxygen meters	41115611	Dissolved oxygen meters
19-4041.02	Dissolved salt meters	41115613	Salinity meter
19-4041.02	Electronic distance meters	41111613	Distance meters
19-4041.02	Electronic laboratory balances	41111502	Laboratory balances
19-4041.02	Erlenmeyer flasks	41121804	Laboratory flasks
19-4041.02	Fluorescence microscopes	41111722	Fluorescent microscopes
19-4041.02	Fluorescence spectrophotometers	41115406	Spectrophotometers
19-4041.02	Fourier transfer infrared FTIR spectrometers	41115408	Infrared spectrometers
19-4041.02	Gas chromatography equipment	41115703	Gas chromatographs
19-4041.02	General purpose burets	41121808	Laboratory burets
19-4041.02	Glass beakers	41121803	Laboratory beakers
19-4041.02	Glass dropping pipettes	41121513	Dropping pipettes
19-4041.02	Glass funnels	41121809	Laboratory funnels
19-4041.02	Glass graduated cylinders	41121805	Laboratory graduated cylinders
19-4041.02	Glass laboratory crucibles	41122201	Glass crucibles
19-4041.02	Gravitational field indicators	41113808	Gravimeters
19-4041.02	Ground penetrating radar GPR systems	41115201	Radarbased surveillance systems
19-4041.02	Groundwater sampling peristaltic pumps	41105102	Peristaltic pumps
19-4041.02	Heated magnetic stirrers	41103806	Magnetic stirrers
19-4041.02	High pressure liquid chromatograph HPLC equipment	41115707	High pressure liquid chromatograph chromatography
19-4041.02	Inductively coupled plasma ICP optical emission spectrometers	41115411	Inductively coupled plasma ICP spectrometers
19-4041.02	Jaw crushers	20101706	Jaw crushers
19-4041.02	Laboratory drying ovens	41104510	Drying cabinets or ovens
19-4041.02	Laboratory pulverizers	41101705	Laboratory crushers or pulverizers
19-4041.02	Laboratory sieves	41105003	Test sieves
19-4041.02	Laboratory vacuum pumps	41105101	Laboratory vacuum pumps
19-4041.02	Laptop computers	43211503	Notebook computers
19-4041.02	Mass spectrometers	41115404	Mass spectrometers
19-4041.02	Microwave digestion systems	41104806	Extracting equipment for laboratories
19-4041.02	Optical particle detectors	41115406	Spectrophotometers
19-4041.02	Personal computers	43211508	Personal computers
19-4041.02	Phase contrast microscopes	41111719	Darkfield microscopes
19-4041.02	Piezometers	41111927	Pressure sensors
19-4041.02	Portable dataloggers	43211715	Portable data input terminals
19-4041.02	Proton magnetometers	41113806	Magnetometer geophysical instruments
19-4041.02	Rock saws	20101504	Rock cutters
19-4041.02	Rotary pulverizers	41101705	Laboratory crushers or pulverizers
19-4041.02	Sample microsplitters	41113909	Soil core sampling apparatus
19-4041.02	Scanning electron microscopes SEM	41111720	Scanning electron microscopes
19-4041.02	Shatterboxes	41101705	Laboratory crushers or pulverizers
19-4041.02	Sieve shakers	41105002	Laboratory sifting equipment
19-4041.02	Single crystal x ray diffractometers	41102704	X ray diffraction equipment
19-4041.02	Spectrophotometers	41115406	Spectrophotometers
19-4041.02	Spinner magnetometers	41113806	Magnetometer geophysical instruments
19-4041.02	Terrain conductivity meters	41115609	Conductivity meters
19-4041.02	Top-loading electronic balances	41111501	Electronic toploading balances
19-4041.02	Total sulfur analyzers	41113113	Sulfur dioxide analyzers or detectors
19-4041.02	Turbidimeters	47101516	Turbidimeters
19-4041.02	Ultraviolet-Visible UV/VIS spectrophotometers	41115406	Spectrophotometers
19-4041.02	Volumetric flasks	41121804	Laboratory flasks
19-4041.02	Water distillation units	41104802	Bi distillation units
19-4041.02	Water sampling bailers	41104005	Laboratory bailers
19-4041.02	X ray fluorescence XRF spectrometers	41115401	Spectrofluorimeters or fluorimeters
19-4051.01	Air compressors	40151601	Air compressors
19-4051.01	Air purifying respirators	46182002	Respirators
19-4051.01	Airline respirators	46182002	Respirators
19-4051.01	Area gamma monitors	41113405	Gamma counters
19-4051.01	Atmosphere supplying respirators	46182002	Respirators
19-4051.01	Condensate demineralizers	47101514	Water purification equipment
19-4051.01	Contamination probes	41111929	Radiation detectors
19-4051.01	Control rod drives	26142106	Nuclear reactor control rod systems
19-4051.01	Cryostats	41103003	Cryostats
19-4051.01	Digital ratemeters	41111929	Radiation detectors
19-4051.01	Digital signal analyzers	41115303	Frequency analyzers
19-4051.01	Digital spectrum analyzers	41115303	Frequency analyzers
19-4051.01	Eddy current testing equipment	41111801	Eddy current examination equipment
19-4051.01	Emergency diesel generators	26111601	Diesel generators
19-4051.01	Fuel handling systems	15131601	Nuclear fuel rod
19-4051.01	Gamma exit/entrance contamination monitors	41111929	Radiation detectors
19-4051.01	Gantry cranes	24101619	Bridge cranes
19-4051.01	Hot cell remote viewing devices	26141802	Hot cell remote viewing device
19-4051.01	Leak detection equipment	41111809	Leak testing equipment
19-4051.01	Level transmitters	41111938	Level sensors or transmitters
19-4051.01	Master-slave manipulators	26141801	Hot cell remote handling equipment
19-4051.01	Metal active gas MAG welding equipment	23271707	Gas welding or brazing or cutting apparatus
19-4051.01	Metal inert gas MIG welding equipment	23271408	Metal inert gas welding machine
19-4051.01	Multichannel analyzers	41115403	Spectrometers
19-4051.01	New fuel elevators	24101601	Elevators
19-4051.01	Non-contact thermometers	41112210	Remote reading thermometers
19-4051.01	Personal computers	43211508	Personal computers
19-4051.01	Pipe camera inspection systems	45121516	Digital camcorders or video cameras
19-4051.01	Plasma arc cutting torches	23271821	Welder torch
19-4051.01	Pocket dosimeters	26141702	Dosimeters
19-4051.01	Portable two way radios	43191510	Two way radios
19-4051.01	Portal monitors	41111929	Radiation detectors
19-4051.01	Pressure cleaners	47121805	Pressure or steam cleaners
19-4051.01	Pressure demand respirators	46182002	Respirators
19-4051.01	Protective coveralls	46181503	Protective coveralls
19-4051.01	Protective gloves	46181504	Protective gloves
19-4051.01	Protective shoe covers	46181606	Footwear covers
19-4051.01	Radiation survey meters	41111929	Radiation detectors
19-4051.01	Scintillation detectors	41113405	Gamma counters
19-4051.01	Seismic monitoring instruments	26142117	Nuclear reactor earthquake instrumentation
19-4051.01	Self-contained breathing apparatus	46182004	Respiration air supplying self contained breathing apparatus or accessories
19-4051.01	Spent fuel handling machines	26142407	Radioactive waste disposal systems
19-4051.01	Ultrasonic flaw detectors	41111804	Ultrasonic examination equipment
19-4051.01	Ultrasonic thickness gauges	41111804	Ultrasonic examination equipment
19-4051.01	Vibration monitors	41114624	Vibration testers
19-4051.01	Video borescopes	41111716	Borescope inspection equipment
19-4051.01	Videoscopes	41111737	Videoscopes
19-4051.02	Air purifying respirators	46182002	Respirators
19-4051.02	Air sampling devices	41104008	Air samplers or collectors
19-4051.02	Airline respirators	46182002	Respirators
19-4051.02	Alpha air monitors	41111929	Radiation detectors
19-4051.02	Alpha/beta counting systems	41111929	Radiation detectors
19-4051.02	Alpha/beta surface contamination monitors	41111929	Radiation detectors
19-4051.02	Area gamma monitors	41113405	Gamma counters
19-4051.02	Atmosphere supplying respirators	46182002	Respirators
19-4051.02	Contamination probes	41111929	Radiation detectors
19-4051.02	Cryogenic microcalorimeters	41112201	Calorimeters
19-4051.02	Cryostats	41103003	Cryostats
19-4051.02	Desktop computers	43211507	Desktop computers
19-4051.02	Digital ratemeters	41111929	Radiation detectors
19-4051.02	Digital signal analyzers	41115303	Frequency analyzers
19-4051.02	Digital spectrum analyzers	41115303	Frequency analyzers
19-4051.02	Dose rate monitors	26141702	Dosimeters
19-4051.02	Electron microscopes	41111711	Electron microscopes
19-4051.02	Gamma ray detectors	41113405	Gamma counters
19-4051.02	Gamma ray spectrometers	41115403	Spectrometers
19-4051.02	Geiger-Muller counters	60105002	Geiger counters
19-4051.02	Ionization chambers	41113625	Ionization chambers
19-4051.02	Liquid scintillation counters	41103301	Liquid scintillation counters
19-4051.02	Multichannel analyzers	41115403	Spectrometers
19-4051.02	Neutron detectors	41111929	Radiation detectors
19-4051.02	Neutron dose-rate meters	26141702	Dosimeters
19-4051.02	Neutron spectrometers	41115407	Atomic absorption AA spectrometers
19-4051.02	Nuclear moisture/density gauges	26141906	Industrial nucleonic moisture measuring systems
19-4051.02	Personal computers	43211508	Personal computers
19-4051.02	Portable data collectors	43211715	Portable data input terminals
19-4051.02	Portable spectroscopes	41115403	Spectrometers
19-4051.02	Portable survey radiation meters	41111929	Radiation detectors
19-4051.02	Portal monitors	41111929	Radiation detectors
19-4051.02	Pressure demand respirators	46182002	Respirators
19-4051.02	Proportional counters	41113005	Ion analyzers
19-4051.02	Protective coveralls	46181503	Protective coveralls
19-4051.02	Protective gloves	46181504	Protective gloves
19-4051.02	Protective shoe covers	46181606	Footwear covers
19-4051.02	Radiological detectors	41111929	Radiation detectors
19-4051.02	Self-contained breathing apparatus	46182004	Respiration air supplying self contained breathing apparatus or accessories
19-4051.02	Sodium Iodide NaI scintillation detectors	41113405	Gamma counters
19-4051.02	Thermoluminescent dosimeters	41111929	Radiation detectors
19-4051.02	Tritium/Noble gas monitors	26141902	Beta gauge measuring systems
19-4051.02	Whole body counters	26141702	Dosimeters
19-4061.00	Computer data input scanners	43211711	Scanners
19-4061.00	Computer laser printers	43212105	Laser printers
19-4061.00	Desktop computers	43211507	Desktop computers
19-4061.00	Multi-line telephone systems	43191507	Special purpose telephones
19-4061.00	Personal computers	43211508	Personal computers
19-4061.00	Photocopying equipment	44101501	Photocopiers
19-4061.00	Tablet computers	43211509	Tablet computers
19-4061.00	Transcription equipment	44102605	Dictation machines
19-4061.01	10-key calculators	44101809	Desktop calculator
19-4061.01	35 millimeter cameras	45121501	Still cameras
19-4061.01	Desktop computers	43211507	Desktop computers
19-4061.01	Digital camcorders	45121516	Digital camcorders or video cameras
19-4061.01	Digital cameras	45121504	Digital cameras
19-4061.01	Digitizers	43211711	Scanners
19-4061.01	Drafting scales	44111807	Scales
19-4061.01	Laptop computers	43211503	Notebook computers
19-4061.01	Microfiche readers	45112001	Microfiche or microfilm viewers
19-4061.01	Multi-line telephone systems	43191507	Special purpose telephones
19-4061.01	Overhead projectors	45111607	Overhead projectors
19-4061.01	Personal computers	43211508	Personal computers
19-4061.01	Photocopiers	44101501	Photocopiers
19-4061.01	Planimeters	60103409	Map measurers
19-4061.01	Plotters	43212107	Plotter printers
19-4061.01	Slide projectors	45111604	Slide projectors
19-4061.01	Two way radios	43191510	Two way radios
19-4091.00	35 millimeter cameras	45121501	Still cameras
19-4091.00	Air current test kits	41112509	Air velocity and temperature monitors
19-4091.00	Air monitoring equipment	41104008	Air samplers or collectors
19-4091.00	Air sampling impingers	41104008	Air samplers or collectors
19-4091.00	Air sampling primary flow calibrators	41104009	Air sampling pumps
19-4091.00	Area sampling pumps	41104009	Air sampling pumps
19-4091.00	Autoclaves	42281508	Steam autoclaves or sterilizers
19-4091.00	Binocular light compound microscopes	41111709	Binocular light compound microscopes
19-4091.00	Bioaerosol impactors	41104008	Air samplers or collectors
19-4091.00	Bladder water sampling pumps	40151520	Sampling pumps
19-4091.00	Carbon monoxide monitors	41113117	Single gas monitors
19-4091.00	Carpet sampling pump kits	41112304	Moisture meters
19-4091.00	Centrifugal water sampling pumps	40151520	Sampling pumps
19-4091.00	Centrifuges	41103903	Benchtop centrifuges
19-4091.00	Chloride test kits	41113319	Water analyzers
19-4091.00	Chlorinated hydrocarbon testing equipment	41113105	Hydrocarbons analyzers or detectors
19-4091.00	CO2 monitors	41113117	Single gas monitors
19-4091.00	Colorimetric field sampling devices	41115318	Colorimeters
19-4091.00	Detector tubes	41113116	Gas detector tubes
19-4091.00	Digital cameras	45121504	Digital cameras
19-4091.00	Digital hand meters	41104016	Air pollutant samplers
19-4091.00	Digitizing tablets	43211712	Graphics tablets
19-4091.00	Dilution systems	41121502	Laboratory diluters
19-4091.00	Electronic pump calibrators	41112501	Flowmeters
19-4091.00	Explosive gas monitors	41113118	Multi gas monitors
19-4091.00	Field data collection computers	43211715	Portable data input terminals
19-4091.00	Flame ionization detectors FID	41113004	Flame ionization analyzers
19-4091.00	Flow monitoring equipment	41112501	Flowmeters
19-4091.00	Freon detectors	41113116	Gas detector tubes
19-4091.00	Hach field kits	41113319	Water analyzers
19-4091.00	Halide meters	41113105	Hydrocarbons analyzers or detectors
19-4091.00	Halogen leak detectors	41113116	Gas detector tubes
19-4091.00	Handheld laser particle counters	41104016	Air pollutant samplers
19-4091.00	Humidity sticks	41112301	Hygrometers
19-4091.00	Hygrometers	41112301	Hygrometers
19-4091.00	Indoor air quality IAQ monitors	41104008	Air samplers or collectors
19-4091.00	Infiltrometers	41113905	Permeability testing apparatus
19-4091.00	Interface probes	41114302	Logging instruments for water wells
19-4091.00	Landfill gas collection systems	41113118	Multi gas monitors
19-4091.00	Landfill gas detection systems	41113118	Multi gas monitors
19-4091.00	Large-format plotters	43212107	Plotter printers
19-4091.00	Laser printers	43212105	Laser printers
19-4091.00	Lead air sampling kits	41104008	Air samplers or collectors
19-4091.00	Lead soil sampling kits	41113910	Soil testing kits
19-4091.00	Lead surface sampling kits	41113321	Paint tester
19-4091.00	Lead water sampling kits	41104007	Water samplers
19-4091.00	Low-flow pumps	40151520	Sampling pumps
19-4091.00	Luxmeters	41115309	Luxmeters
19-4091.00	Micromanometers	41103311	Manometers
19-4091.00	Micropurge sampling equipment	40151520	Sampling pumps
19-4091.00	Microscope slides	41122601	Microscope slides
19-4091.00	Moisture meters	41112304	Moisture meters
19-4091.00	Nephelometers	41113026	Nephelometers
19-4091.00	Noise dosimeters	41115503	Sound measuring apparatus or decibel meter
19-4091.00	Noise logging analyzers	41115503	Sound measuring apparatus or decibel meter
19-4091.00	Noise monitoring instruments	41115503	Sound measuring apparatus or decibel meter
19-4091.00	Notebook computers	43211503	Notebook computers
19-4091.00	Ozone generators	49241708	Ozone generator
19-4091.00	Particulate monitors	41104016	Air pollutant samplers
19-4091.00	Particulate samplers	41104008	Air samplers or collectors
19-4091.00	Passive samplers for organic vapors	41113103	Chemical absorption gas analyzers
19-4091.00	Peristaltic pumps	41105102	Peristaltic pumps
19-4091.00	Personal computers	43211508	Personal computers
19-4091.00	pH meters	41115603	pH meters
19-4091.00	Phase contrast microscopes	41111719	Darkfield microscopes
19-4091.00	Photoionization detectors PID	41113005	Ion analyzers
19-4091.00	Pilot tubes	41112501	Flowmeters
19-4091.00	Pocket personal computers PC	43211508	Personal computers
19-4091.00	Polarized light microscopes	41111725	Polarizing microscopes
19-4091.00	Pump flowmeters	41112501	Flowmeters
19-4091.00	Purge pumps	40151520	Sampling pumps
19-4091.00	Radon detection devices	41113115	Radon detectors
19-4091.00	Salinity meters	41115613	Salinity meter
19-4091.00	Sequential air samplers	41104009	Air sampling pumps
19-4091.00	Sewer surveillance cameras	45121516	Digital camcorders or video cameras
19-4091.00	Soil augers	41113909	Soil core sampling apparatus
19-4091.00	Soil vapor extraction units	41113910	Soil testing kits
19-4091.00	Sound level meters	41115503	Sound measuring apparatus or decibel meter
19-4091.00	Spectrophotometers	41115406	Spectrophotometers
19-4091.00	Velocity meters	41114401	Anemometers
19-4091.00	Velometers	41112509	Air velocity and temperature monitors
19-4091.00	Vibration monitors	41114624	Vibration testers
19-4091.00	Volt-ohm meters VOM	41113631	Ohmmeters
19-4091.00	Water chemistry analysis equipment	41113319	Water analyzers
19-4091.00	Water level recorders	41114303	Open stream water level recorders
19-4091.00	Water sample extraction pumps	40151520	Sampling pumps
19-4091.00	Water sample extraction tubes	41104007	Water samplers
19-4091.00	Water sampling augers	41104007	Water samplers
19-4091.00	Water sampling bailers	41104005	Laboratory bailers
19-4091.00	Water sampling pumps	41104007	Water samplers
19-4091.00	Water well depth meters	41114302	Logging instruments for water wells
19-4091.00	Zero air generators	47101513	Oxygen generators
19-4092.00	35 millimeter cameras	45121501	Still cameras
19-4092.00	Benchtop mixers	41103801	Laboratory mixers
19-4092.00	Biohazard suits	46181509	Hazardous material protective apparel
19-4092.00	Blood collection kits	42261904	Biological evidence collection kits
19-4092.00	Body fluid collection kits	42261904	Biological evidence collection kits
19-4092.00	Breathalyzers	46151604	Alcohol analysers
19-4092.00	Colored camera filters	45121603	Camera lens
19-4092.00	Crime scene evidence flags	55121715	Flags or accessories
19-4092.00	Crime scene tape measures	27111801	Tape measures
19-4092.00	Cyanoacrylate fuming chambers	46151712	Forensic chemical workstations
19-4092.00	Deoxyribonucleic acid DNA collection kits	42261904	Biological evidence collection kits
19-4092.00	Desktop computers	43211507	Desktop computers
19-4092.00	Digital cameras	45121504	Digital cameras
19-4092.00	Digital video cameras	45121516	Digital camcorders or video cameras
19-4092.00	Distance measuring wheels	41111616	Measuring wheels for distance
19-4092.00	Drug testing kits	46151606	Narcotic test kits
19-4092.00	Electronic measuring devices	41111613	Distance meters
19-4092.00	Electronic precision balances	41111502	Laboratory balances
19-4092.00	Electrostatic dust print lifters	46151711	Footprint lifters
19-4092.00	Evidence collection containers	41104118	Specimen collection container
19-4092.00	Evidence scissors	41122408	Laboratory scissors
