O*NET-SOC Code	Example	Commodity Code	Commodity Title	Hot Technology
43-6013.00	Accounts payable software	43231601	Accounting software	N
43-6013.00	Accounts receivable software	43231601	Accounting software	N
43-6013.00	Addressing software	43232104	Word processing software	N
43-6013.00	Allscripts Payerpath	43232610	Medical software	N
43-6013.00	Allscripts Professional PM	43231601	Accounting software	N
43-6013.00	Amazing Charts	43232610	Medical software	N
43-6013.00	Billing software	43231601	Accounting software	N
43-6013.00	Corel WordPerfect	43231513	Office suite software	N
43-6013.00	CPSI CPSI System	43232610	Medical software	N
43-6013.00	Data entry software	43232306	Data base user interface and query software	Y
43-6013.00	Database software	43232306	Data base user interface and query software	N
43-6013.00	dBASE Plus	43232306	Data base user interface and query software	N
43-6013.00	Desktop publishing software	43232112	Desktop publishing software	N
43-6013.00	Electronic health record EHR software	43232610	Medical software	N
43-6013.00	Email software	43233501	Electronic mail software	N
43-6013.00	eMDs Medisoft	43232610	Medical software	N
43-6013.00	Epic Systems	43232610	Medical software	Y
43-6013.00	Google Docs	43232104	Word processing software	Y
43-6013.00	Graphics software	43232102	Graphics or photo imaging software	N
43-6013.00	Healthcare common procedure coding system HCPCS	43232610	Medical software	Y
43-6013.00	Henry Schein Dentrix	43232610	Medical software	N
43-6013.00	HMS	43232610	Medical software	N
43-6013.00	IDX Groupcast	43232108	Calendar and scheduling software	N
43-6013.00	Intuit QuickBooks	43231601	Accounting software	Y
43-6013.00	Intuit QuickBooks Point of Sale	43232611	Point of sale POS software	N
43-6013.00	McKesson Lytec	43232610	Medical software	N
43-6013.00	MEDENT	43232610	Medical software	N
43-6013.00	Medical condition coding software	43232610	Medical software	Y
43-6013.00	Medical procedure coding software	43232610	Medical software	N
43-6013.00	MEDITECH Medical and Practice Management MPM Suite	43232610	Medical software	N
43-6013.00	MEDITECH software	43232610	Medical software	Y
43-6013.00	Microsoft Access	43232306	Data base user interface and query software	Y
43-6013.00	Microsoft Excel	43232110	Spreadsheet software	Y
43-6013.00	Microsoft Internet Explorer	43232705	Internet browser software	N
43-6013.00	Microsoft Office	43231513	Office suite software	Y
43-6013.00	Microsoft Outlook	43233501	Electronic mail software	Y
43-6013.00	Microsoft PowerPoint	43232106	Presentation software	Y
43-6013.00	Microsoft Publisher	43232112	Desktop publishing software	N
43-6013.00	Microsoft Windows	43233004	Operating system software	Y
43-6013.00	Microsoft Word	43232104	Word processing software	Y
43-6013.00	Microsys MicroMD	43232610	Medical software	N
43-6013.00	NaviMedix NaviNet	43232610	Medical software	N
43-6013.00	Patterson Dental Supply Patterson EagleSoft	43232610	Medical software	N
43-6013.00	PracticeWorks Systems Kodak WINOMS CS	43232610	Medical software	N
43-6013.00	Scheduling software	43232108	Calendar and scheduling software	N
43-6013.00	Spreadsheet software	43232110	Spreadsheet software	N
43-6013.00	Web browser software	43232705	Internet browser software	N
43-6013.00	Wisconsin Physicians Service Insurance CMS Secure Net Access Portal C-SNAP	43232610	Medical software	N
43-6013.00	Word processing software	43232104	Word processing software	N
43-6014.00	Adobe Systems Adobe Acrobat	43232202	Document management software	Y
43-6014.00	Adobe Systems Adobe Creative Cloud	43232102	Graphics or photo imaging software	Y
43-6014.00	Adobe Systems Adobe Dreamweaver	43232107	Web page creation and editing software	N
43-6014.00	Adobe Systems Adobe Illustrator	43232102	Graphics or photo imaging software	Y
43-6014.00	Adobe Systems Adobe InDesign	43232112	Desktop publishing software	Y
43-6014.00	Adobe Systems Adobe Photoshop	43232102	Graphics or photo imaging software	Y
43-6014.00	ADP Workforce Now	43231505	Human resources software	Y
43-6014.00	Apache Cassandra	43232304	Data base management system software	Y
43-6014.00	Apache Hadoop	43232304	Data base management system software	Y
43-6014.00	Apache Hive	43232304	Data base management system software	Y
43-6014.00	Apache HTTP Server	43232312	Portal server software	Y
43-6014.00	Apache Pig	43232304	Data base management system software	Y
43-6014.00	Apache Solr	43232304	Data base management system software	Y
43-6014.00	Apache Tomcat	43232408	Web platform development software	Y
43-6014.00	Apple macOS	43233004	Operating system software	Y
43-6014.00	Appointment scheduling software	43232108	Calendar and scheduling software	N
43-6014.00	Atlassian JIRA	43232201	Content workflow software	Y
43-6014.00	Blackbaud The Raiser's Edge	43232303	Customer relationship management CRM software	N
43-6014.00	Blackboard	43232306	Data base user interface and query software	N
43-6014.00	CA Erwin Data Modeler	43232310	Metadata management software	N
43-6014.00	Citrix	43232901	Access software	Y
43-6014.00	Confluence	43231507	Project management software	Y
43-6014.00	Customer information control system CICS	43232313	Transaction server software	N
43-6014.00	Data entry software	43232306	Data base user interface and query software	Y
43-6014.00	Data warehouse software	43232307	Data mining software	N
43-6014.00	Delphi Technology	43231604	Financial analysis software	N
43-6014.00	Desktop publishing software	43232112	Desktop publishing software	N
43-6014.00	Dictation software	43233413	Voice recognition software	N
43-6014.00	Drupal	43232408	Web platform development software	Y
43-6014.00	Facebook	43232107	Web page creation and editing software	Y
43-6014.00	FileMaker Pro	43232306	Data base user interface and query software	N
43-6014.00	Filing system software	43232202	Document management software	N
43-6014.00	Fund accounting software	43231601	Accounting software	N
43-6014.00	Google Docs	43232104	Word processing software	Y
43-6014.00	Google Drive	43231513	Office suite software	Y
43-6014.00	Handheld computer device software	43233004	Operating system software	N
43-6014.00	Healthcare common procedure coding system HCPCS	43232610	Medical software	Y
43-6014.00	Human resource management software HRMS	43231505	Human resources software	N
43-6014.00	Hypertext markup language HTML	43232408	Web platform development software	Y
43-6014.00	IBM Cognos Impromptu	43232314	Business intelligence and data analysis software	Y
43-6014.00	IBM InfoSphere DataStage	43232403	Enterprise application integration software	N
43-6014.00	IBM Maximo Asset Management	43231602	Enterprise resource planning ERP software	Y
43-6014.00	IBM Notes	43233501	Electronic mail software	Y
43-6014.00	IBM Power Systems software	43233701	Enterprise system management software	N
43-6014.00	IBM SPSS Statistics	43232605	Analytical or scientific software	Y
43-6014.00	IBM WebSphere	43232403	Enterprise application integration software	Y
43-6014.00	Intuit QuickBooks	43231601	Accounting software	Y
43-6014.00	LexisNexis	43232309	Information retrieval or search software	N
43-6014.00	LinkedIn	43232107	Web page creation and editing software	Y
43-6014.00	Linux	43233004	Operating system software	Y
43-6014.00	McAfee	43233205	Transaction security and virus protection software	N
43-6014.00	Medical condition coding software	43232610	Medical software	Y
43-6014.00	Medical procedure coding software	43232610	Medical software	N
43-6014.00	MEDITECH software	43232610	Medical software	Y
43-6014.00	Microsoft Access	43232306	Data base user interface and query software	Y
43-6014.00	Microsoft Active Server Pages ASP	43232408	Web platform development software	Y
43-6014.00	Microsoft Dynamics	43231602	Enterprise resource planning ERP software	Y
43-6014.00	Microsoft Dynamics GP	43231602	Enterprise resource planning ERP software	Y
43-6014.00	Microsoft Dynamics SL	43231602	Enterprise resource planning ERP software	Y
43-6014.00	Microsoft Excel	43232110	Spreadsheet software	Y
43-6014.00	Microsoft Exchange Server	43233501	Electronic mail software	Y
43-6014.00	Microsoft Office	43231513	Office suite software	Y
43-6014.00	Microsoft Outlook	43233501	Electronic mail software	Y
43-6014.00	Microsoft PowerPoint	43232106	Presentation software	Y
43-6014.00	Microsoft Project	43231507	Project management software	Y
43-6014.00	Microsoft Publisher	43232112	Desktop publishing software	N
43-6014.00	Microsoft SharePoint	43231507	Project management software	Y
43-6014.00	Microsoft SQL Server	43232306	Data base user interface and query software	Y
43-6014.00	Microsoft Visio	43232102	Graphics or photo imaging software	Y
43-6014.00	Microsoft Windows	43233004	Operating system software	Y
43-6014.00	Microsoft Word	43232104	Word processing software	Y
43-6014.00	MicroStrategy	43232314	Business intelligence and data analysis software	Y
43-6014.00	Minitab	43232605	Analytical or scientific software	Y
43-6014.00	Mozilla Firefox	43232705	Internet browser software	N
43-6014.00	NetSuite ERP	43231602	Enterprise resource planning ERP software	Y
43-6014.00	Oracle Business Intelligence Enterprise Edition	43232314	Business intelligence and data analysis software	Y
43-6014.00	Oracle E-Business Suite Financials	43231604	Financial analysis software	N
43-6014.00	Oracle Fusion Applications	43231602	Enterprise resource planning ERP software	Y
43-6014.00	Oracle Hyperion	43231602	Enterprise resource planning ERP software	Y
43-6014.00	Oracle JD Edwards EnterpriseOne	43231602	Enterprise resource planning ERP software	Y
43-6014.00	Oracle PeopleSoft	43231602	Enterprise resource planning ERP software	Y
43-6014.00	Oracle PeopleSoft Financials	43231602	Enterprise resource planning ERP software	Y
43-6014.00	Oracle Primavera Enterprise Project Portfolio Management	43231507	Project management software	Y
43-6014.00	Oracle software	43232306	Data base user interface and query software	Y
43-6014.00	Oracle Solaris	43233004	Operating system software	Y
43-6014.00	Oracle Taleo	43231505	Human resources software	Y
43-6014.00	Palm OS	43233004	Operating system software	Y
43-6014.00	people@work	43231602	Enterprise resource planning ERP software	Y
43-6014.00	Presentation software	43232106	Presentation software	N
43-6014.00	Qlik Tech QlikView	43232314	Business intelligence and data analysis software	Y
43-6014.00	Sage 50 Accounting	43231601	Accounting software	N
43-6014.00	Salesforce software	43232303	Customer relationship management CRM software	Y
43-6014.00	SAP	43231602	Enterprise resource planning ERP software	Y
43-6014.00	SAP Business Objects	43231602	Enterprise resource planning ERP software	Y
43-6014.00	SAP Crystal Reports	43232305	Data base reporting software	Y
43-6014.00	SAS	43232605	Analytical or scientific software	Y
43-6014.00	SmugMug Flickr	43232102	Graphics or photo imaging software	Y
43-6014.00	Social media sites	43232107	Web page creation and editing software	Y
43-6014.00	Spreadsheet software	43232110	Spreadsheet software	N
43-6014.00	Symantec	43233205	Transaction security and virus protection software	Y
43-6014.00	Tax software	43231601	Accounting software	N
43-6014.00	Teradata Database	43232304	Data base management system software	Y
43-6014.00	Timekeeping software	43231605	Time accounting software	N
43-6014.00	Veritas NetBackup	43233415	Backup or archival software	N
43-6014.00	Web browser software	43232705	Internet browser software	N
43-6014.00	Web conferencing software	43233502	Video conferencing software	N
43-6014.00	Yardi	43232306	Data base user interface and query software	Y
43-6014.00	YouTube	43232103	Video creation and editing software	Y
43-9011.00	Amazon Web Services AWS software	43232306	Data base user interface and query software	Y
43-9011.00	BMC PATROL	43232801	Network monitoring software	N
43-9011.00	BMC Software Control-M	43232403	Enterprise application integration software	N
43-9011.00	BMC Software CONTROL-O	43233004	Operating system software	N
43-9011.00	BMC Software Remedy IT Service Management Suite	43231501	Helpdesk or call center software	N
43-9011.00	CA 11 Workload Automation Restart and Tracking	43233004	Operating system software	N
43-9011.00	CA 7 Workload Automation	43233004	Operating system software	N
43-9011.00	CA Automation Point	43233004	Operating system software	N
43-9011.00	CA Unicenter TNG	43233004	Operating system software	N
43-9011.00	Cisco IOS	43233004	Operating system software	N
43-9011.00	Citrix	43232901	Access software	Y
43-9011.00	Common business oriented language COBOL	43232402	Development environment software	Y
43-9011.00	Customer information control system CICS	43232313	Transaction server software	N
43-9011.00	Data3 ENGUARD	43233415	Backup or archival software	N
43-9011.00	Disk operating system DOS	43233004	Operating system software	N
43-9011.00	Email software	43233501	Electronic mail software	N
43-9011.00	EMC AlphaStor	43232907	Storage networking software	N
43-9011.00	EMC NetWorker	43233415	Backup or archival software	N
43-9011.00	File transfer protocol FTP software	43232805	Internet protocol IP multimedia subsystem software	N
43-9011.00	Hewlett Packard HP-UX	43233004	Operating system software	N
43-9011.00	Hewlett-Packard HP OpenView Service Center	43231501	Helpdesk or call center software	N
43-9011.00	Hewlett-Packard HP OpenVMS	43233004	Operating system software	N
43-9011.00	IBM DB2	43232306	Data base user interface and query software	N
43-9011.00	IBM i	43233004	Operating system software	N
43-9011.00	IBM Informix	43232306	Data base user interface and query software	N
43-9011.00	IBM Notes	43233501	Electronic mail software	Y
43-9011.00	IBM Power Systems software	43233701	Enterprise system management software	N
43-9011.00	IBM SPSS ShowCase Suite	43232306	Data base user interface and query software	N
43-9011.00	IBM Tivoli NetView Distribution Manager	43233001	Filesystem software	N
43-9011.00	IBM Tivoli OMEGAMON XE for CICS on z/OS	43232801	Network monitoring software	N
43-9011.00	IBM Tivoli Workload Scheduler	43233004	Operating system software	N
43-9011.00	IBM WebSphere	43232403	Enterprise application integration software	Y
43-9011.00	Ipswitch WhatsUp Gold	43232801	Network monitoring software	N
43-9011.00	Job control language JCL	43233004	Operating system software	N
43-9011.00	Linux	43233004	Operating system software	Y
43-9011.00	Local area network LAN software	43232905	LAN software	N
43-9011.00	Micro Focus OpenView	43232801	Network monitoring software	N
43-9011.00	Micromuse NetCool	43232801	Network monitoring software	N
43-9011.00	Microsoft Access	43232306	Data base user interface and query software	Y
43-9011.00	Microsoft Excel	43232110	Spreadsheet software	Y
43-9011.00	Microsoft Exchange Server	43233501	Electronic mail software	Y
43-9011.00	Microsoft Office	43231513	Office suite software	Y
43-9011.00	Microsoft Outlook	43233501	Electronic mail software	Y
43-9011.00	Microsoft PowerPoint	43232106	Presentation software	Y
43-9011.00	Microsoft SharePoint	43231507	Project management software	Y
43-9011.00	Microsoft Visio	43232102	Graphics or photo imaging software	Y
43-9011.00	Microsoft Windows	43233004	Operating system software	Y
43-9011.00	Microsoft Windows Server	43232701	Application server software	Y
43-9011.00	Microsoft Word	43232104	Word processing software	Y
43-9011.00	Novell NetWare	43232801	Network monitoring software	N
43-9011.00	Operating system monitoring software	43233004	Operating system software	N
43-9011.00	Oracle DBMS	43232304	Data base management system software	N
43-9011.00	Oracle Solaris	43233004	Operating system software	Y
43-9011.00	Oralce Java Enterprise System	43233004	Operating system software	N
43-9011.00	Practical extraction and reporting language Perl	43232405	Object or component oriented development software	Y
43-9011.00	Python	43232405	Object or component oriented development software	Y
43-9011.00	SAP	43231602	Enterprise resource planning ERP software	Y
43-9011.00	SAP BusinessObjects Crystal Reports	43232305	Data base reporting software	N
43-9011.00	SAP SQL Anywhere	43232306	Data base user interface and query software	N
43-9011.00	Storage area network SAN software	43232907	Storage networking software	N
43-9011.00	Structured query language SQL	43232306	Data base user interface and query software	Y
43-9011.00	Tandem advanced command language TACL	43232405	Object or component oriented development software	N
43-9011.00	Telnet programs software	43232911	Network connectivity terminal emulation software	N
43-9011.00	Teradata Enterprise Data Warehouse	43232306	Data base user interface and query software	N
43-9011.00	UNIX	43233004	Operating system software	Y
43-9011.00	Veritas NetBackup	43233415	Backup or archival software	N
43-9011.00	VMWare	43232401	Configuration management software	Y
43-9011.00	Web browser software	43232705	Internet browser software	N
43-9011.00	Wide area network WAN software	43232909	WAN switching software and firmware	N
43-9021.00	Blackbaud The Raiser's Edge	43232303	Customer relationship management CRM software	N
43-9021.00	Data entry software	43232306	Data base user interface and query software	Y
43-9021.00	Electronic medical record EMR software	43232610	Medical software	N
43-9021.00	FileMaker Pro	43232306	Data base user interface and query software	N
43-9021.00	Google Docs	43232104	Word processing software	Y
43-9021.00	Google Drive	43231513	Office suite software	Y
43-9021.00	Healthcare common procedure coding system HCPCS	43232610	Medical software	Y
43-9021.00	IBM Informix	43232306	Data base user interface and query software	N
43-9021.00	Intuit QuickBooks	43231601	Accounting software	Y
43-9021.00	Jenzabar ERP	43231602	Enterprise resource planning ERP software	Y
43-9021.00	Medical condition coding software	43232610	Medical software	Y
43-9021.00	Medical procedure coding software	43232610	Medical software	N
43-9021.00	Microsoft Access	43232306	Data base user interface and query software	Y
43-9021.00	Microsoft Dynamics	43231602	Enterprise resource planning ERP software	Y
43-9021.00	Microsoft Dynamics GP	43231602	Enterprise resource planning ERP software	Y
43-9021.00	Microsoft Excel	43232110	Spreadsheet software	Y
43-9021.00	Microsoft Office	43231513	Office suite software	Y
43-9021.00	Microsoft Outlook	43233501	Electronic mail software	Y
43-9021.00	Microsoft PowerPoint	43232106	Presentation software	Y
43-9021.00	Microsoft Word	43232104	Word processing software	Y
43-9021.00	Perceptive Software Intelligent Capture	43232202	Document management software	N
43-9021.00	Sage 50 Accounting	43231601	Accounting software	N
43-9021.00	Salesforce.com Salesforce CRM	43232303	Customer relationship management CRM software	N
43-9021.00	SAP	43231602	Enterprise resource planning ERP software	Y
43-9022.00	Adobe Systems Adobe Acrobat	43232202	Document management software	Y
43-9022.00	Blackbaud CRM	43232303	Customer relationship management CRM software	N
43-9022.00	Corel WordPerfect Office Suite	43231513	Office suite software	N
43-9022.00	FileMaker Pro	43232306	Data base user interface and query software	N
43-9022.00	IBM Notes	43233501	Electronic mail software	Y
43-9022.00	Intuit QuickBooks	43231601	Accounting software	Y
43-9022.00	Microsoft Access	43232306	Data base user interface and query software	Y
43-9022.00	Microsoft Excel	43232110	Spreadsheet software	Y
43-9022.00	Microsoft Office	43231513	Office suite software	Y
43-9022.00	Microsoft Outlook	43233501	Electronic mail software	Y
43-9022.00	Microsoft PowerPoint	43232106	Presentation software	Y
43-9022.00	Microsoft Publisher	43232112	Desktop publishing software	N
43-9022.00	Microsoft SharePoint	43231507	Project management software	Y
43-9022.00	Microsoft Visio	43232102	Graphics or photo imaging software	Y
43-9022.00	Microsoft Word	43232104	Word processing software	Y
43-9022.00	Oracle PeopleSoft	43231602	Enterprise resource planning ERP software	Y
43-9022.00	Oracle Siebel CRM	43232303	Customer relationship management CRM software	N
43-9022.00	SRSsoft SRS EHR	43232610	Medical software	N
43-9022.00	Swiftpage Act!	43232303	Customer relationship management CRM software	N
43-9031.00	Actuate DocBook	43232107	Web page creation and editing software	N
43-9031.00	Adobe Systems Adobe Acrobat	43232202	Document management software	Y
43-9031.00	Adobe Systems Adobe ActionScript	43232405	Object or component oriented development software	N
43-9031.00	Adobe Systems Adobe AfterEffects	43232103	Video creation and editing software	Y
43-9031.00	Adobe Systems Adobe Creative Suite	43232402	Development environment software	N
43-9031.00	Adobe Systems Adobe Dreamweaver	43232107	Web page creation and editing software	N
43-9031.00	Adobe Systems Adobe Flash Player	43232107	Web page creation and editing software	N
43-9031.00	Adobe Systems Adobe FrameMaker	43232112	Desktop publishing software	N
43-9031.00	Adobe Systems Adobe Freehand	43232102	Graphics or photo imaging software	N
43-9031.00	Adobe Systems Adobe Illustrator	43232102	Graphics or photo imaging software	Y
43-9031.00	Adobe Systems Adobe InDesign	43232112	Desktop publishing software	Y
43-9031.00	Adobe Systems Adobe LiveMotion	43232102	Graphics or photo imaging software	N
43-9031.00	Adobe Systems Adobe PageMaker	43232112	Desktop publishing software	N
43-9031.00	Adobe Systems Adobe Photoshop	43232102	Graphics or photo imaging software	Y
43-9031.00	Adobe Systems Adobe PostScript	43232402	Development environment software	N
43-9031.00	AlgoLab Raster to Vector Conversion Toolkit	43233402	Data conversion software	N
43-9031.00	Apple AppleScript	43233004	Operating system software	N
43-9031.00	Apple iPhoto	43232102	Graphics or photo imaging software	N
43-9031.00	Apple macOS	43233004	Operating system software	Y
43-9031.00	Arts & Letters Express	43232102	Graphics or photo imaging software	N
43-9031.00	AT&T Troff	43232112	Desktop publishing software	N
43-9031.00	Cascading Style Sheets CSS	43232408	Web platform development software	Y
43-9031.00	Cenon	43232102	Graphics or photo imaging software	N
43-9031.00	CodedColor	43232102	Graphics or photo imaging software	N
43-9031.00	Color management software	43232202	Document management software	N
43-9031.00	Corel CorelDraw Graphics Suite	43232102	Graphics or photo imaging software	N
43-9031.00	Corel CorelScan	43232111	Optical character reader OCR or scanning software	N
43-9031.00	Corel OCR-Trace 8	43232111	Optical character reader OCR or scanning software	N
43-9031.00	Corel Paint Shop Pro	43232102	Graphics or photo imaging software	N
43-9031.00	Corel Photo-Paint	43232102	Graphics or photo imaging software	N
43-9031.00	Corel Ventura	43232112	Desktop publishing software	N
43-9031.00	Corel WebDraw	43232103	Video creation and editing software	N
43-9031.00	Corel WordPerfect	43231513	Office suite software	N
43-9031.00	Data conversion software	43233402	Data conversion software	N
43-9031.00	Desktop publishing software	43232112	Desktop publishing software	N
43-9031.00	EMC Documentum	43232202	Document management software	N
43-9031.00	Extensible markup language XML	43232403	Enterprise application integration software	Y
43-9031.00	Finite Matters PatternStream	43232112	Desktop publishing software	N
43-9031.00	GNU Image Manipulation Program GIMP	43232102	Graphics or photo imaging software	N
43-9031.00	Graphics card driver software	43233407	Graphics card driver software	N
43-9031.00	Graphics software	43232102	Graphics or photo imaging software	N
43-9031.00	GrassHopper PageStream	43232112	Desktop publishing software	N
43-9031.00	GTX RastorCAD	43233402	Data conversion software	N
43-9031.00	Hypertext markup language HTML	43232408	Web platform development software	Y
43-9031.00	Inkscape	43232102	Graphics or photo imaging software	N
43-9031.00	Internet browser software	43232705	Internet browser software	N
43-9031.00	JavaScript	43232408	Web platform development software	Y
43-9031.00	jQuery	43232408	Web platform development software	Y
43-9031.00	LaTeX	43232112	Desktop publishing software	N
43-9031.00	Mapping software	43233506	Map creation software	N
43-9031.00	Microsoft Access	43232306	Data base user interface and query software	Y
43-9031.00	Microsoft Excel	43232110	Spreadsheet software	Y
43-9031.00	Microsoft Office	43231513	Office suite software	Y
43-9031.00	Microsoft Office SharePoint Server MOSS	43232202	Document management software	N
43-9031.00	Microsoft operating system	43233004	Operating system software	N
43-9031.00	Microsoft Outlook	43233501	Electronic mail software	Y
43-9031.00	Microsoft Picture It!	43232102	Graphics or photo imaging software	N
43-9031.00	Microsoft PowerPoint	43232106	Presentation software	Y
43-9031.00	Microsoft Project	43231507	Project management software	Y
43-9031.00	Microsoft Publisher	43232112	Desktop publishing software	N
43-9031.00	Microsoft SharePoint	43231507	Project management software	Y
43-9031.00	Microsoft Visio	43232102	Graphics or photo imaging software	Y
43-9031.00	Microsoft Visual Basic	43232402	Development environment software	Y
43-9031.00	Microsoft Windows	43233004	Operating system software	Y
43-9031.00	Microsoft Word	43232104	Word processing software	Y
43-9031.00	MySQL	43232304	Data base management system software	Y
43-9031.00	Nuance Dragon NaturallySpeaking	43233413	Voice recognition software	N
43-9031.00	Nuance OmniPage Professional	43232111	Optical character reader OCR or scanning software	N
43-9031.00	Objectif Lune PlanetPress.Suite	43232112	Desktop publishing software	N
43-9031.00	Online image and graphics database software	43232309	Information retrieval or search software	N
43-9031.00	OpenOffice.org	43231513	Office suite software	N
43-9031.00	Oracle Java	43232405	Object or component oriented development software	Y
43-9031.00	PANTONE ColorVision ProfilerPlus	43232111	Optical character reader OCR or scanning software	N
43-9031.00	PHP: Hypertext Preprocessor	43232408	Web platform development software	Y
43-9031.00	Portable document file creation software	43233402	Data conversion software	N
43-9031.00	Potrace	43233402	Data conversion software	N
43-9031.00	Practical extraction and reporting language Perl	43232405	Object or component oriented development software	Y
43-9031.00	Printer driver software	43233410	Printer driver software	N
43-9031.00	Python	43232405	Object or component oriented development software	Y
43-9031.00	QuarkXPress	43232112	Desktop publishing software	N
43-9031.00	Raster graphics editors	43232102	Graphics or photo imaging software	N
43-9031.00	Salesforce software	43232303	Customer relationship management CRM software	Y
43-9031.00	SAP software	43231602	Enterprise resource planning ERP software	Y
43-9031.00	Scalable vector graphics SVG	43232402	Development environment software	N
43-9031.00	Scribus	43232112	Desktop publishing software	N
43-9031.00	Serif PagePlus	43232112	Desktop publishing software	N
43-9031.00	Social media software	43232107	Web page creation and editing software	N
43-9031.00	Spelling and grammar checking software	43232503	Spell checkers	N
43-9031.00	Sun Microsystems Java	43232405	Object or component oriented development software	N
43-9031.00	Trix TracTrix	43233402	Data conversion software	N
43-9031.00	Ulead PhotoImpact	43232102	Graphics or photo imaging software	N
43-9031.00	UNIX	43233004	Operating system software	Y
43-9031.00	Vector drawing software	43232102	Graphics or photo imaging software	N
43-9031.00	Virtual private networking VPN software	43233203	Network security or virtual private network VPN management software	Y
43-9031.00	Word processing software	43232104	Word processing software	N
43-9031.00	WordWeb	43232306	Data base user interface and query software	N
43-9031.00	Xara X	43232102	Graphics or photo imaging software	N
43-9041.01	Alpha Software Alpha Five	43232306	Data base user interface and query software	N
43-9041.01	Automated information system software	43232306	Data base user interface and query software	N
43-9041.01	Billing software	43231601	Accounting software	N
43-9041.01	Claim processing system software	43232306	Data base user interface and query software	N
43-9041.01	Data entry software	43232306	Data base user interface and query software	Y
43-9041.01	Database software	43232306	Data base user interface and query software	N
43-9041.01	Healthcare common procedure coding system HCPCS	43232610	Medical software	Y
43-9041.01	IBM Check Processing Control System CPSC	43232306	Data base user interface and query software	N
43-9041.01	Medical condition coding software	43232610	Medical software	Y
43-9041.01	Medical procedure coding software	43232610	Medical software	N
43-9041.01	Microsoft Excel	43232110	Spreadsheet software	Y
43-9041.01	Microsoft Office	43231513	Office suite software	Y
43-9041.01	Microsoft PowerPoint	43232106	Presentation software	Y
43-9041.01	Microsoft Word	43232104	Word processing software	Y
43-9041.01	Spreadsheet software	43232110	Spreadsheet software	N
43-9041.01	St. Paul Travelers e-CARMA	43232306	Data base user interface and query software	N
43-9041.01	Web browser software	43232705	Internet browser software	N
43-9041.01	Word processing software	43232104	Word processing software	N
43-9041.02	Account management software	43231601	Accounting software	N
43-9041.02	Data entry software	43232306	Data base user interface and query software	Y
43-9041.02	Database software	43232306	Data base user interface and query software	N
43-9041.02	Healthcare common procedure coding system HCPCS	43232610	Medical software	Y
43-9041.02	IBM Lotus Notes	43233501	Electronic mail software	N
43-9041.02	Insurance rating software	43231604	Financial analysis software	N
43-9041.02	InSystems Calligo Enterprise	43232202	Document management software	N
43-9041.02	Medical condition coding software	43232610	Medical software	Y
43-9041.02	Medical procedure coding software	43232610	Medical software	N
43-9041.02	Microsoft Access	43232306	Data base user interface and query software	Y
43-9041.02	Microsoft Excel	43232110	Spreadsheet software	Y
43-9041.02	Microsoft Internet Explorer	43232705	Internet browser software	N
43-9041.02	Microsoft Office	43231513	Office suite software	Y
43-9041.02	Microsoft Outlook	43233501	Electronic mail software	Y
43-9041.02	Microsoft PowerPoint	43232106	Presentation software	Y
43-9041.02	Microsoft Word	43232104	Word processing software	Y
43-9041.02	Novell GroupWise	43233501	Electronic mail software	N
43-9041.02	Policy issuance system software	43232306	Data base user interface and query software	N
43-9041.02	Spreadsheet software	43232110	Spreadsheet software	N
43-9041.02	Web browser software	43232705	Internet browser software	N
43-9041.02	Word processing software	43232104	Word processing software	N
43-9051.00	Email software	43233501	Electronic mail software	N
43-9051.00	Financial accounting software	43231601	Accounting software	N
43-9051.00	Microsoft Access	43232306	Data base user interface and query software	Y
43-9051.00	Microsoft Excel	43232110	Spreadsheet software	Y
43-9051.00	Microsoft Office	43231513	Office suite software	Y
43-9051.00	Microsoft Outlook	43233501	Electronic mail software	Y
43-9051.00	Microsoft Word	43232104	Word processing software	Y
43-9051.00	Postal Explorer	43231515	Mailing and shipping software	N
43-9051.00	Recordkeeping software	43232306	Data base user interface and query software	N
43-9051.00	Web browser software	43232705	Internet browser software	N
43-9061.00	Adobe Systems Adobe Acrobat	43232202	Document management software	Y
43-9061.00	Adobe Systems Adobe InDesign	43232112	Desktop publishing software	Y
43-9061.00	ADP Workforce Now	43231505	Human resources software	Y
43-9061.00	Alpha Software Alpha Five	43232306	Data base user interface and query software	N
43-9061.00	Appointment scheduling software	43232108	Calendar and scheduling software	N
43-9061.00	Billing software	43231601	Accounting software	N
43-9061.00	Blackbaud The Raiser's Edge	43232303	Customer relationship management CRM software	N
43-9061.00	Blackboard	43232306	Data base user interface and query software	N
43-9061.00	Bookkeeping software	43231601	Accounting software	N
43-9061.00	Data entry software	43232306	Data base user interface and query software	Y
43-9061.00	Electronic Data Interchange EDI systems	43232403	Enterprise application integration software	N
43-9061.00	Facebook	43232107	Web page creation and editing software	Y
43-9061.00	FileMaker Pro	43232306	Data base user interface and query software	N
43-9061.00	Filing system software	43232202	Document management software	N
43-9061.00	Google Docs	43232104	Word processing software	Y
43-9061.00	Google Drive	43231513	Office suite software	Y
43-9061.00	IBM Check Processing Control System CPSC	43232306	Data base user interface and query software	N
43-9061.00	IBM Notes	43233501	Electronic mail software	Y
43-9061.00	Intuit QuickBooks	43231601	Accounting software	Y
43-9061.00	LexisNexis	43232309	Information retrieval or search software	N
43-9061.00	LinkedIn	43232107	Web page creation and editing software	Y
43-9061.00	Mavenlink	43231507	Project management software	N
43-9061.00	Medical condition coding software	43232610	Medical software	Y
